Vrid,Vdatesub,State,AgencyType,AgencyTypeSimp,ParentAgency,Q1,Q1spec,Q2,Q3,Q4,A1,A1a,A1b,A1c,A1d,A2,A2_1spec,A2_95spec,A3,A4,A4a,A4a_spec,A5a,A5b,A5c,A5d,A5e,A5f,A5g,A5h,A5i,A5j,A5k,A5l,A5lspec,A6a,A6b,A6c,A6d,A6e,A6f,A6g,A6h,A6i,A7,A7a,A8,A9a_1,A9a_2,A9a_3,A9b_1,A9b_2,A9b_3,A9c_1,A9c_2,A9c_3,A9d_1,A9d_2,A9d_3,A9e_1,A9e_2,A9e_3,A9f_1,A9f_2,A9f_3,A9g_1,A9g_2,A9g_3,A9h_1,A9h_2,A9h_3,A9i_1,A9i_2,A9i_3,A9i_spec,A10a,A10b,A10c,A10d,A10e,A10f,A10g,A10h,A10i,A10j,A10k,A10l,A10m,A10n,A10o,A10p,A10q,A10q_spec,B1a,B1b,B1c,B1d,B1e,B1f,B1g,B2,B2spec,B3a,B3b,B3c,B3d,B3e,B4,B4spec,B5,B5spec,B6a,B6b,B6c,B6d,B7,B7spec,B8,B8spec,B9_1,B9_2,B9_3,B9_4,B9_5,B9_95,B9_3spec,B9_4spec,B9_5spec,B10_1,B10_2,B10_3,B10_4,B10_5,B10_95,B10_4spec,B10_5spec,B11,B11spec,B12,B12spec,B13,B14,B14spec,B15,B15spec,B16,B16_1spec,B16a,B17a,B17b,B17c,B17d,B17e,B18,B18spec,C1_1,C1_2,C1_3,C1_4,C1_5,C1_6,C1_7,C1_8,C1_9,C1_10,C1_11,C1_95,C1_96,C1_95spec,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_9,C2_10,C2_11,C2_95,C2_96,C2_95spec,C3_1,C3_2,C3_3,C3_4,C3_5,C3_6,C3_7,C3_8,C3_9,C3_10,C3_11,C3_95,C3_96,C3_95spec,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C4_7,C4_8,C4_9,C4_10,C4_11,C4_95,C4_96,C4_95spec,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C5_7,C5_8,C5_9,C5_10,C5_11,C5_95,C5_96,C5_95spec,C6_1,C6_2,C6_3,C6_4,C6_5,C6_6,C6_7,C6_8,C6_9,C6_10,C6_11,C6_95,C6_96,C6_95spec,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,C7_7,C7_8,C7_9,C7_10,C7_11,C7_95,C7_96,C7_95spec,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,C8_7,C8_8,C8_9,C8_10,C8_11,C8_95,C8_96,C8_95spec,C9_1,C9_2,C9_3,C9_4,C9_5,C9_6,C9_7,C9_8,C9_9,C9_10,C9_11,C9_95,C9_96,C9_95spec,C10_1,C10_2,C10_3,C10_4,C10_5,C10_6,C10_7,C10_8,C10_9,C10_10,C10_11,C10_95,C10_96,C10_95spec,D1,D2,D2spec,D3,D3spec,D4,D4spec,D5,D5spec,D5a,D5aspec,D6,D6spec,D7,D7spec,D8,D8spec,D9,D9spec,D10,D10spec,D11,D11spec,D12,D12spec,D13,D13spec,D14,D14spec,D15,D15spec,D16,D16spec,D17,D17spec,D17a,D17b,D17c,D17d,D18_1,D18_2,D18_3,D18_4,D18_5,D18_6,D18_7,D18_95,D18_96,D18_95spec,D19_1,D19_2,D19_3,D19_4,D19_5,D19_95,D19_96,D19_95spec,D20,D20a,D20b,D20bspec,D21,D21a,D21b,D21bspec,D22,D22a,D22b,D22bspec,D23,D23a,D23b,D23bspec,D24,D24a,D24b,D24bspec,D25,D25a,D25b,D25bspec,D26,D26a,D26b,D26bspec,D27,D27spec,D27a,D27b,D27b_1spec,D28,D29_1,D29_2,D29_3,D29_4,D29_5,D29_95,D29_96,D29_95spec,D30,D30_1spec,D31
127,3/14/11,NM,1,1,2,1,-7,2.5,22,22,2,New Mexico Division of Vocational Rehabilitation,Public Education Department,Director for Vocational Rehabilitation,Secretary of Education,1,Secretary of Education and Governor,-7,Secretary of Education,2,-7,-7,1,2,3,3,3,2,3,3,3,3,3,3,Developmental Disabilities Planning Council,1,3,3,1,1,3,3,99,1,1,"Navajo OSERS, Pueblo of Jemez, Pueblo of Zuni, Pueblos of Laguna/Acoma",289,2.75,-9,2.75,94,-9,94,1,1,-7,1,1,-7,-9,-7,-7,196,169,-9,-9,-7,-7,5,-9,5,1,-7,1,Migrant Program,5,0,0,3,0,0,0,3,33,1,0,0,4,0,0,0,1,Traumatic Brain Injury,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,1,1,1,0,0,0,"Migrant, One Stop Navigators",-7,-7,0,0,0,1,0,0,Social Security Reimbursements,-7,1,-7,1,"Create a Strategic Planning Framework every five years.  Revise strategic plan, which relates to framework annually.  Includes project activities",1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,1,1,0,1,0,1,1,0,1,1,0,Native American 121 programs,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,1,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,1,0,1,0,0,0,1,0,Native American 121 programs,0,0,0,0,0,1,0,0,0,0,0,1,0,Commission for the Deaf/Hard of Hearing,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,1,0,0,0,0,0,0,0,-7,40,1,1,1,90,1,3,2,-7,-7,-7,2,-7,2,-7,2,-7,3,-7,3,-7,2,-7,2,-7,3,-7,3,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,1,0,1,1,0,0,0,-7,1,0,1,0,0,0,0,-7,1,1,1,40,1,1,1,2,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,1,1,1,0,2,-7,-7,-7,2, ,-7,-7,-7,2,0,1,0,1,1,0,0,-7,1,Traumatic Brain Injury,-9
140,3/15/11,NM,2,2,4,2,Deputy Director for Vocational Rehabilitation,8,12,12,1,New Mexico Commission for the Blind,-7,Executive Director,-7,1,Commission Board of Directors,-7,Commission Board of Directors,2,-7,-7,3,3,3,3,3,3,3,3,3,3,3,-9,-7,3,3,1,1,99,99,1,99,1,1,"4 grants: Navahoe, Zuni, Laguna-Acoma, Jemez-Zia-St Anna",95,-9,-7,-7,-9,-7,-7,11,-9,-9,-9,-7,-7,3,-9,-9,45,-9,-9,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,41,0,0,0,0,0,0,0,0,0,3,1,0,0,0,-9,-7,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,"In-Service Training Grant, Basic Support Grant, IL Part B Grant, Older Blind Services Grant",-7,-7,0,0,1,0,1,0,-7,Community Foundation Grant,1,-7,1,Work closely with the SRC and the Commission Board of Directors and get their input; also do customer satisfaction surveys and meet with consumer organizations,1,95,RSA,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,0,1,1,0,1,0,0,0,1,1,0,"Division of VR, Commission for the Deaf and Hard of Hearing, Higher Education Dept., Highlands University, Health Dept., Long-Term Services Division, NM School for the Blind and Visually Impaired, Native American Programs",0,1,0,1,0,1,0,1,0,1,1,0,0,-7,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,Commission for the Deaf and Hard of Hearing; Health Dept.,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,1,0,0,0,0,0,1,0,Division of VR (use the same rate schedule that DVR negotiated with Health Dept. for SE),3,2,-7,2,-7,2,-7,-9,-7,-7,-7,2,-7,1,minimum wage $7.50 per hour,3,-7,3,-7,3,-7,3,-7,3,-7,2,-7,3,-7,3,-7,3,-7,2,-7,-7,-7,-7,-7,1,1,1,0,1,0,0,0,0,-7,0,0,0,1,1,0,0,-7,1,1,2,-7,1,1,2,-7,1,1,2, ,1,1,2,-7,-9,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2, ,-7,-7,-7,1,0,0,0,1,0,0,0,-7,1,Individuals who do not qualify for the DD waiver,-9
129,9/19/11,NV,3,1,1,2,Deputy Administrator- Program Services,3,18,18,2,Nevada Rehabilitation Division,"Department of Employment, Training and Rehabilitation ( DETR)",Administrator,"Director of the Department of Employment, Training & Rehabilitation",1,Director of DETR,-7,Deputy Director of DETR,2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,3,-9,3,1,1,3,2,99,1,99,99,1,-9,283,-9,-7,-7,137,-9,137,-9,-7,-7,-9,-7,-7,5,-9,5,127,127,14,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,33,0,2,0,0,0,3,36,9,0,3,6,6,0,0,-9,-7,3,1,1,1,1,1,1,1,-7,3,1,1,3,1,1,-7,95,State of Nevada,1,1,1,1,1,-7,1,-7,0,0,1,1,0,0,ARRA funds,Tobacco Grant,-7,0,1,0,0,1,0,-7,Gift Fund from private donations to be used for Blind or Visually Impaired,1,-7,1,Annual meeting with Administrative and management staff lead by contracted consultant.,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,0,1,1,1,1,1,1,0,0,1,0,Community Training Centers,0,0,0,0,1,1,0,1,0,0,0,0,0,-7,0,0,0,0,1,0,1,1,0,0,0,1,0,"Nevada Equal Right Commission, DETR partners-Appeals office, Field Audit office",0,0,0,0,1,0,0,0,0,0,0,1,0,Reaching All Goals Efficiently (RAGE),0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,1,1,0,1,1,1,0,0,1,0,IL programs,0,0,0,0,1,1,1,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,121,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,1,State or Federal Minimum rates,3,-7,3,-7,3,-7,2,-7,3,-7,2,-7,3,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,0,1,0,1,0,0,0,0,-7,0,0,0,1,1,0,0,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7, ,1,1,2,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,0,0,0,1,-7,1,TBI and Autism Spectrum Disorders,-9
26,3/24/11,NY,1,1,2,1,-7,0,21,29,2,New York State Vocational Rehabilitation Services Program,New York State Department of Education,Assistant Commissioner,-9,1,Commissioner of Education,-7,Deputy Commissioner,2,-7,-7,3,1,3,3,3,1,3,3,3,3,3,-9,-7,3,3,3,1,3,3,3,3,1,2,-7,710,-9,-7,-7,-9,-7,-7,3,-9,3,-9,-7,-7,-9,-7,-7,707,707,-9,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,0,0,15,22,0,0,0,0,0,0,0,0,40,0,0,0,-9,-7,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,VR Training Grant,-7,-7,0,0,0,1,0,0,Social Security Trust Fund,-7,1,-7,1,Designing Our Future Initiatives which was a developed plan in 2007,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,1,1,1,1,1,1,0,1,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,1,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,1,0,1,0,0,0,1,0,Commission F/T Blind,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,1,0,1,0,0,0,1,0,Commission F/T Blind,0,0,1,1,1,1,1,1,0,1,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,2549,2,-7,1,90,1,10,2,-7,-7,-7,1,20,2,-7,2,-7,1,2549,3,-7,3,-7,3,-7,2,-7,2,-7,3,-7,2,-7,1,SED Extended Services (State-funded SE),state dollars,10000000,4080,Most significant disabilities with significant learning disability that does not qualify for service,1,1,0,0,0,0,0,0,0,-7,1,0,1,0,0,0,0,-7,1,1,1,1275,2,-7,-7,-7,1,1,1,1275,1,1,1,637,1,1,1,637,2,-7,-7,-7,2,-7,-7,-7,1,State funds for extended supports provided to the VR agency,1,1,637,2,0,0,0,1,1,1,0,Separate State VR agency for individuals who are blind,2,-7,"Extended services dollars for individuals who don't qualify for DD or MH agency dollars (funded under VR- program using special earmarked state dollars) are at their ceiling and will not be increased. Challenge to determine if some people, after years of successful supported employment, may no longer require ongoing supports through extended funding. Need to create capacity for those with the most need."
102,2/28/11,OH,3,1,4,2,Deputy Director,1.5,17,19,1,Ohio Rehabilitation Services Commission,-7,Kevin Miller,-7,1,Governor,-7,-9,2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,3,-9,3,3,1,1,99,99,1,99,1,2,-7,1238.9,-9,-7,-7,653.2,-9,653.2,-9,-7,-7,-9,-7,-7,13.6,11,2.6,461.79,428.5,33.3,-9,-7,-7,-9,-7,-7,110.31,-9,110.3,indirect cost funds,0,37,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,"RSA Transition Grant, HRSA Brain Injury Grant",-7,-7,0,0,1,1,0,0,Local Match Sources,-7,1,-7,-9,-7,1,1,-7,1,-7,2,-7,-7,1,1,3,1,1,1,-7,1,0,1,1,1,1,0,1,0,0,0,1,0,Bureau of Workers Compensation,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,1,0,0,0,0,0,0,0,0,0,0,1,0,Board of Regents,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,"Board of Regents, Bureau of Workers Compensation",0,0,0,0,0,1,1,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,367,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,2,-7,3,-7,3,-7,3,-7,2,-7,2,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,0,1,0,0,0,0,0,-7,0,0,0,1,1,0,0,-7,2,-7,-7,-7,2,-7,-7,-7,1,1,2, ,2,-9,-7,-7,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7,-7,1,Ticket to Work reimbursements,1,2,-7,2,0,0,0,0,0,0,1,-7,1,disabilities other than MH or DD,-9
22,2/17/11,OK,3,1,4,1,-7,2,6,11,1,Oklahoma Department of Rehabilitation Services,-7,Executive Director,-7,95,-7,Unclassifed/Appointed by a Commission,Chairperson Oklahoma Commission for the Department of Rehabilitation,2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,1,-9,3,3,1,1,3,3,1,3,1,1,"There are 9 agencies, Apache, Comanche, Cheyenne-Arapaho, Delaware, Muscogee Creek, Cherokee, Iowa, Choctaw, and Chickasaw",445,-9,-7,-7,369,-9,-9,11,-9,11,7,-9,7,14,-9,14,395,-9,-9,-9,-7,-7,-9,-7,-7,18,-9,18,library for the blind and physically handicapped,7,104,8,13,0,0,1,0,93,0,0,4,23,9,0,0,32,"Rehabiliatation Teachers of the Blind (17), Assistive Technology Specialists (8), Cold Case Unit (4)",3,1,1,1,1,1,1,1,-7,3,3,1,1,1,95,-9,95,-9,1,1,1,1,95,-9,1,-7,0,0,0,0,0,1,-7,-7,-7,0,0,0,1,0,0,legislature,-7,1,-7,1,A specifc team is assigned. Members of the SRC and SILC are involved. Public hearings are held across the state.,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,95,"We are primary, but there are certain purchases over certain limits we must get central service appproval",1,0,1,1,1,1,1,1,1,0,0,1,0,Career Technical Centers,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,1,1,0,0,1,0,0,1,0,1,0,"most of our offices are independent, but we rent some common spaces",1,0,1,0,1,0,1,1,0,0,0,1,0,Office of Juvenile Affairs,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,1,0,1,1,1,1,1,1,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,360,3,-7,3,-7,1,-7,2,-7,-7,-7,1,20,1,federal minimum wage,3,-7,3,-7,3,-7,2,-7,2,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,0,0,1,0,0,0,0,-7,1,1,1,0,0,0,0,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7,-7,2, ,-7,-7,-7,3,0,0,0,1,1,0,0,-7,2,-7,-9
132,3/10/11,OR,1,1,3,1,-7,7,20,21,2,Oregon Office of Vocational Rehabilitation Services,Department of Human Services,Administrator,Administrator,3,-7,-7,Assistant Deputy Director for Children Adults and Families,2,-7,-7,2,3,2,3,3,3,3,2,3,2,3,-9,-7,99,99,99,1,99,99,99,99,1,2,-7,-9,-9,-7,-7,-9,-7,-7,0.5,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,2,-9,2,-9,-7,-7,-7,2,0,3,1,0,1,0,0,0,0,0,0,1,0,0,5,-9,-7,3,1,1,1,1,1,1,1,-7,1,1,1,1,1,95,shared services division,95,shared services division,1,1,1,1,1,-7,1,-7,1,0,1,0,0,0,RSA Five Year Demonstration Grant; Technology Grant,-7,-7,0,1,0,1,0,0,social security reimbursement,-7,2,-7,2,-7,2,2,-7,2,-7,1,LDMS,-9,1,1,1,1,1,1,-7,0,0,1,1,1,1,0,1,0,1,1,1,0,worker's comp,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,1,0,1,0,Seniors and People with Disabilities; Child Welfare,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,0,0,0,1,0,0,0,0,0,0,0,1,0,Department of Human Services (DSA),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-7,-9,-7,-9,-7,-9,-7,-7,-7,2,-7,2,-7,3,-7,3,-7,3,-7,-9,-7,3,-7,-9,-7,-9,-7,-9,-7,-9,-7,2,-7,-7,-7,-7,-7,1,1,1,0,0,0,0,0,0,-7,0,0,0,1,0,0,0,-7,1,-9,-9,-7,1,-9,-9,-7,-9,-7,-7, ,1,-9,-9,-7,1,-9,-9,-7,-9,-7,-7,-7,-9,-7,-7,-7,-9, ,-7,-7,-7,2,-9,-9,-9,-9,-9,-9,-9,-7,1,Individuals with brain injury and physical disabilities who are not developmentally delayed,-9
160,4/5/11,OR,2,2,4,1,-7,10,33,33,1,Oregon Commission for the Blind,-7,Administrator,-7,1,Commission Board,-7,Commission Board,2,-7,-7,3,3,3,3,3,3,3,3,3,3,3,-9,-7,99,3,1,1,99,99,1,99,1,1,-9,47.6,-9,-7,-7,-9,-7,-7,8,-9,-9,-9,-7,-7,2.5,-9,-9,28.1,-9,-9,-9,-7,-7,-9,-9,-7,8.5,-9,-9,Administration,-9,47.6,1,0.5,-9,-9,-9,-9,35,-9,-9,5,2.5,1,-9,-9,7,Rehab Instructors (Also Other - 3.5 Technology Instructors),1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,0,1,0,0,0,ARRA,-7,-7,0,0,1,1,1,0,BEP Set Aside,Donations,1,-7,2,-7,2,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,3,2,-7,2,-7,2,-7,2,-7,-7,-7,2,-7,2,-7,3,-7,3,-7,3,-7,2,-7,2,-7,2,-7,2,-7,3,-7,2,-7,2,-7,-7,-7,-7,-7,1,1,0,1,0,0,0,0,0,-7,0,1,0,0,1,0,0,-7,1,1,2,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7,-7,2, ,-7,-7,-7,2,0,0,0,0,0,0,1,-7,1,Brain injury,-9
154,3/17/11,PR,3,1,1,2,Counseling Services Director,1,22,22,2,Peurto Rico Vocational Rehabilitation Administration,Department of Labor and Human Resources,Administrator,Secretary of the Department of Labor and Human Resources,95,-7,Administrative,Secretary of the Department of Labor and Human Resources,2,-7,-7,1,3,3,3,3,3,2,3,3,3,3,-9,-7,1,1,1,-9,2,2,1,3,1,2,-7,-9,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-7,-7,-9,-9,-7,-9,-7,-7,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,1,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,1,1,0,0,0,Randolph Sheppard,-7,-7,-9,-9,-9,-9,-9,-9,-7,-7,1,-7,1,"Guidelines, Regulations",1,1,-7,1,-7,1,The Strategic Plan responds to the State Plan,1,1,1,1,1,1,1,-7,0,0,1,0,1,1,1,1,1,0,1,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,1,0,0,0,1,0,0,1,0,"State Insurance Fund, ACCA, Social Security",0,0,0,0,1,1,0,1,1,0,1,0,0,-7,0,0,0,0,1,0,0,1,1,0,0,0,0,-7,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-7,-9,-7,-9,-7,-9,-7,-7,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-9,-7,-7,-7,-7,-7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-9,-9,-9,-9,-9,-7,-9,-7,-7,-7,-9,-7,-7,-7,-9,-7,-7, ,-9,-9,-7,-7,-9,-7,-7,-7,-9,-7,-7,-7,-9,-7,-7,-7,-9, ,-7,-7,-7,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-7,-9
10,1/26/11,RI,3,1,3,1,-7,3,19,19,2,Rhode Island Office of Rehabilitation Services,Department of Human Services,Administrator,-9,3,-7,-7,Director,2,-7,-7,1,3,3,3,3,3,3,3,3,3,3,1,-9,1,3,1,1,99,99,1,99,1,2,-7,72,1,-7,-7,50,-9,-9,1,-7,-7,3,3,-9,4,-9,-9,72,72,-9,-9,-7,-7,3,1,2,-9,-7,-7,-7,4,34,2,3,19,0,2,10,2,0,0,2,17,0,3,0,-9,-7,3,1,1,1,1,1,1,1,-7,1,1,1,1,1,1,-7,1,-7,1,1,1,1,1,-7,1,-7,0,1,1,0,0,0,"ATAP, ATEL, PCA",-7,-7,0,0,1,1,1,0,"SS reimbursement, reallotment",-9,1,-7,1,5yr plan,1,1,-7,1,-7,2,-7,-7,1,1,1,1,1,1,-7,1,0,1,1,1,1,1,1,1,1,1,1,0,Substance Abuse,0,0,1,0,1,1,1,1,0,0,1,0,0,-7,0,0,0,0,0,0,1,0,0,0,0,0,0,-7,0,0,0,0,0,1,0,0,0,0,0,1,0,State Education Authorities,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,1,0,1,0,0,0,1,0,State Education Agency,0,0,1,1,1,1,1,1,0,1,1,0,0,-7,0,0,1,0,1,1,1,1,0,1,1,0,0,-7,0,0,1,0,1,1,0,1,0,1,1,0,0,-7,0,0,1,0,0,0,0,0,0,0,1,0,0,-7,74,2,-7,2,-7,2,-7,1,-9,2,-7,2,-7,1,state minimum wage,3,-7,3,-7,3,-7,2,-7,2,-7,2,-7,2,-7,3,-7,3,-7,2,-7,-7,-7,-7,-7,1,1,1,1,1,0,0,0,0,-7,1,0,1,0,0,1,0,State policy,2,-7,-7,-7,2,-7,-7,-7,2,-7,-7, ,2,-9,-7,-7,2,-7,-7,-7,1,1,2,-7,2,-7,-7,-7,2, ,-7,-7,-7,1,0,0,0,1,1,0,0,-7,2,-7,-9
